playername,wardsplaced,wardskilled,controlwardsbought,visionscore,games_played,ward_placement_rate,ward_kill_rate,controlward_rate,visionscore_rate
Doggo,1389,1190,487,3988,95,14.621052631578948,12.526315789473685,5.126315789473685,41.97894736842105
Doinb,1203,796,514,3673,96,12.53125,8.291666666666666,5.354166666666667,38.260416666666664
Dolis,576,215,257,1299,38,15.157894736842104,5.657894736842105,6.7631578947368425,34.18421052631579
Domas,869,219,220,1814,31,28.032258064516128,7.064516129032258,7.096774193548387,58.516129032258064
Dome,70,89,46,412,11,6.363636363636363,8.090909090909092,4.181818181818182,37.45454545454545
Don Ponk,400,100,84,884,10,40.0,10.0,8.4,88.4
DonJake,25,22,10,115,7,3.5714285714285716,3.142857142857143,1.4285714285714286,16.428571428571427
Doni,183,93,90,510,13,14.076923076923077,7.153846153846154,6.923076923076923,39.23076923076923
Dooly,154,122,43,457,21,7.333333333333333,5.809523809523809,2.0476190476190474,21.761904761904763
Doran,1488,734,816,3997,117,12.717948717948717,6.273504273504273,6.9743589743589745,34.162393162393165
Dorian,230,49,66,433,4,57.5,12.25,16.5,108.25
Doss,4801,1045,982,9317,77,62.35064935064935,13.571428571428571,12.753246753246753,121.0
Dotmm,669,456,181,1773,55,12.163636363636364,8.290909090909091,3.290909090909091,32.236363636363635
